country,year,nitrous_oxide,co2_emissions,agricultural_land,greenhouse_gas_emissions,cereal_yield,population_growth,arable_land,urban_population,GDP,fresh_water
Kenya,2005,,,,,1646.1,,,,,
Kenya,2004,,,,,1805.7,,,,,
Kenya,2003,,,,,1594.0,,,,,
Kenya,2002,,,,,1488.3,,,,,
Kenya,2001,,,,,1639.6,,,,,
Kenya,2000,,,,,1375.0,,,,,
Kenya,1999,,,,,1427.7,,,,,
Kenya,1998,,,,,1590.0,,,,,
Kenya,1997,,,,,1397.2,,,,,
Kenya,1996,,,,,1402.6,,,,,
Kenya,1995,,,,,1753.1,,,,,
Kenya,1994,,,,,1918.2,,,,,
Kenya,1993,,,,,1461.2,,,,,
Kenya,1992,,,,,1661.1,,,,,
Kenya,1991,,,,,1712.4,,,,,
Kenya,1990,,,,,1561.8,,,,,
Nepal,2020,,,,,3196.3,,,,,
Nepal,2019,,,,,3093.6,,,,,
Nepal,2018,,,,,2932.0,,,,,
Nepal,2017,,,,,2795.7,,,,,
Nepal,2016,,,,,2605.4,,,,,
Nepal,2015,,,,,2743.9,,,,,
Nepal,2014,,,,,2747.9,,,,,
Nepal,2013,,,,,2569.7,,,,,
Nepal,2012,,,,,2714.2,,,,,
Nepal,2011,,,,,2476.5,,,,,
Nepal,2010,,,,,2289.9,,,,,
Nepal,2009,,,,,2369.1,,,,,
Nepal,2008,,,,,2356.2,,,,,
Nepal,2007,,,,,2213.3,,,,,
Nepal,2006,,,,,2273.5,,,,,
Nepal,2005,,,,,2311.6,,,,,
Nepal,2004,,,,,2311.2,,,,,
Nepal,2003,,,,,2200.9,,,,,
Nepal,2002,,,,,2165.6,,,,,
Nepal,2001,,,,,2177.0,,,,,
Nepal,2000,,,,,2136.3,,,,,
Nepal,1999,,,,,2003.1,,,,,
Nepal,1998,,,,,1960.2,,,,,
Nepal,1997,,,,,1946.6,,,,,
Nepal,1996,,,,,1957.9,,,,,
Nepal,1995,,,,,1891.3,,,,,
Nepal,1994,,,,,1773.1,,,,,
Nepal,1993,,,,,1858.8,,,,,
Nepal,1992,,,,,1726.0,,,,,
Nepal,1991,,,,,1848.2,,,,,
Nepal,1990,,,,,1920.1,,,,,
Saudi Arabia,2020,,,,,4860.4,,,,,
Saudi Arabia,2019,,,,,4907.8,,,,,
Saudi Arabia,2018,,,,,4900.2,,,,,
Saudi Arabia,2017,,,,,5633.5,,,,,
Saudi Arabia,2016,,,,,5440.9,,,,,
Saudi Arabia,2015,,,,,5582.8,,,,,
Saudi Arabia,2014,,,,,5180.7,,,,,
Saudi Arabia,2013,,,,,5359.8,,,,,
Saudi Arabia,2012,,,,,5164.2,,,,,
Saudi Arabia,2011,,,,,5483.3,,,,,
Saudi Arabia,2010,,,,,5507.8,,,,,
Saudi Arabia,2009,,,,,4874.4,,,,,
Saudi Arabia,2008,,,,,5221.3,,,,,
Saudi Arabia,2007,,,,,5121.8,,,,,
Saudi Arabia,2006,,,,,5047.1,,,,,
Saudi Arabia,2005,,,,,4753.2,,,,,
Saudi Arabia,2004,,,,,4675.2,,,,,
Saudi Arabia,2003,,,,,4228.9,,,,,
Saudi Arabia,2002,,,,,4047.6,,,,,
Saudi Arabia,2001,,,,,3932.0,,,,,
Saudi Arabia,2000,,,,,3516.4,,,,,
Saudi Arabia,1999,,,,,3575.5,,,,,
Saudi Arabia,1998,,,,,3540.5,,,,,
Saudi Arabia,1997,,,,,3562.8,,,,,
Saudi Arabia,1996,,,,,3429.5,,,,,
Saudi Arabia,1995,,,,,3784.4,,,,,
Saudi Arabia,1994,,,,,4546.5,,,,,
Saudi Arabia,1993,,,,,4462.4,,,,,
Saudi Arabia,1992,,,,,4191.6,,,,,
Saudi Arabia,1991,,,,,4200.7,,,,,
Saudi Arabia,1990,,,,,4244.8,,,,,
Sweden,2020,,,,,5994.4,,,,,
Sweden,2019,,,,,6292.1,,,,,
Sweden,2018,,,,,3535.5,,,,,
Sweden,2017,,,,,5992.3,,,,,
Sweden,2016,,,,,5438.2,,,,,
Sweden,2015,,,,,6053.6,,,,,
Sweden,2014,,,,,5646.9,,,,,
Sweden,2013,,,,,5123.5,,,,,
Sweden,2012,,,,,5101.8,,,,,
Sweden,2011,,,,,4712.9,,,,,
Sweden,2010,,,,,4510.4,,,,,
Sweden,2009,,,,,5078.9,,,,,
Sweden,2008,,,,,4820.5,,,,,
Sweden,2007,,,,,5150.8,,,,,
Sweden,2006,,,,,4292.2,,,,,
Sweden,2005,,,,,4932.3,,,,,
Sweden,2004,,,,,4892.9,,,,,
Sweden,2003,,,,,4584.5,,,,,
Sweden,2002,,,,,4780.4,,,,,
Sweden,2001,,,,,4583.3,,,,,
Sweden,2000,,,,,4560.3,,,,,
Sweden,1999,,,,,4276.3,,,,,
Sweden,1998,,,,,4379.7,,,,,
Sweden,1997,,,,,4718.3,,,,,
Sweden,1996,,,,,4893.6,,,,,
Sweden,1995,,,,,4358.6,,,,,
Sweden,1994,,,,,3891.4,,,,,
Sweden,1993,,,,,4758.9,,,,,
Sweden,1992,,,,,3359.4,,,,,
Sweden,1991,,,,,4492.6,,,,,
Sweden,1990,,,,,4963.7,,,,,
Eswatini,2020,,,,,1275.5,,,,,
Eswatini,2019,,,,,1269.7,,,,,
Eswatini,2018,,,,,1266.5,,,,,
Eswatini,2017,,,,,1247.4,,,,,
Eswatini,2016,,,,,1224.9,,,,,
Eswatini,2015,,,,,1259.7,,,,,
Eswatini,2014,,,,,1362.3,,,,,
Eswatini,2013,,,,,1367.4,,,,,
Eswatini,2012,,,,,1337.2,,,,,
Eswatini,2011,,,,,1343.6,,,,,
Eswatini,2010,,,,,1205.3,,,,,
Eswatini,2009,,,,,1289.4,,,,,
Eswatini,2008,,,,,1001.5,,,,,
Eswatini,2007,,,,,567.6,,,,,
Eswatini,2006,,,,,1423.1,,,,,
Eswatini,2005,,,,,1317.1,,,,,
Eswatini,2004,,,,,1246.5,,,,,
Eswatini,2003,,,,,1023.9,,,,,
Eswatini,2002,,,,,996.5,,,,,
Eswatini,2001,,,,,1417.6,,,,,
Eswatini,2000,,,,,1632.7,,,,,
Eswatini,1999,,,,,1633.7,,,,,
Eswatini,1998,,,,,1897.7,,,,,
Eswatini,1997,,,,,1906.0,,,,,
Eswatini,1996,,,,,1756.6,,,,,
Eswatini,1995,,,,,2169.6,,,,,
Eswatini,1994,,,,,1271.9,,,,,
Eswatini,1993,,,,,1381.2,,,,,
Eswatini,1992,,,,,1554.3,,,,,
Eswatini,1991,,,,,1050.4,,,,,
Eswatini,1990,,,,,1284.0,,,,,
Tajikistan,2020,,,,,3500.5,,,,,
Tajikistan,2019,,,,,3636.7,,,,,
Tajikistan,2018,,,,,3404.4,,,,,
Tajikistan,2017,,,,,3459.5,,,,,
Tajikistan,2016,,,,,3348.7,,,,,
Tajikistan,2015,,,,,3261.0,,,,,
Tajikistan,2014,,,,,3189.4,,,,,
Tajikistan,2013,,,,,3159.4,,,,,
Tajikistan,2012,,,,,2891.1,,,,,
Tajikistan,2011,,,,,2519.3,,,,,
Tajikistan,2010,,,,,3117.2,,,,,
Tajikistan,2009,,,,,3119.4,,,,,
Tajikistan,2008,,,,,2141.0,,,,,
Tajikistan,2007,,,,,2440.0,,,,,
Tajikistan,2006,,,,,2158.7,,,,,
Tajikistan,2005,,,,,2164.4,,,,,
Tajikistan,2004,,,,,2150.4,,,,,
Tajikistan,2003,,,,,2100.6,,,,,
Tajikistan,2002,,,,,1889.3,,,,,
Tajikistan,2001,,,,,1397.9,,,,,
Tajikistan,2000,,,,,1310.7,,,,,
Tajikistan,1999,,,,,1235.5,,,,,
Tajikistan,1998,,,,,1235.3,,,,,
Tajikistan,1997,,,,,1314.2,,,,,
Tajikistan,1996,,,,,1038.8,,,,,
Tajikistan,1995,,,,,915.9,,,,,
Tajikistan,1994,,,,,880.8,,,,,
Tajikistan,1993,,,,,963.8,,,,,
Tajikistan,1992,,,,,993.7,,,,,
Tajikistan,1991,,,,,,,,,,
Tajikistan,1990,,,,,,,,,,
United Arab Emirates,2020,,,,,,0.817694385518168,,,,
United Arab Emirates,2019,,,,,,0.779087177439076,,,,
United Arab Emirates,2018,,,,,,0.789450107726376,,,,
United Arab Emirates,2017,,,,,,0.819744473334198,,,,
United Arab Emirates,2016,,,,,,0.863868922846647,,,,
United Arab Emirates,2015,,,,,,0.911950036242349,,,,
United Arab Emirates,2014,,,,,,0.956397623844095,,,,
United Arab Emirates,2013,,,,,,0.997641825826328,,,,
United Arab Emirates,2012,,,,,,1.04134460783085,,,,
United Arab Emirates,2011,,,,,,1.09556271332912,,,,
United Arab Emirates,2010,,,,,,5.93976536580988,,,,
United Arab Emirates,2009,,,,,,13.4229206026704,,,,
United Arab Emirates,2008,,,,,,17.3990859957442,,,,
United Arab Emirates,2007,,,,,,18.1279839755253,,,,
United Arab Emirates,2006,,,,,,13.4836720911499,,,,
United Arab Emirates,2005,,,,,,6.95572689795874,,,,
United Arab Emirates,2004,,,,,,4.609526743863,,,,
United Arab Emirates,2003,,,,,,4.82934268529322,,,,
United Arab Emirates,2002,,,,,,5.06487258360989,,,,
United Arab Emirates,2001,,,,,,5.31707596147158,,,,
United Arab Emirates,2000,,,,,,5.58038700101525,,,,
United Arab Emirates,1999,,,,,,5.86451455757029,,,,
United Arab Emirates,1998,,,,,,6.17818855537547,,,,
United Arab Emirates,1997,,,,,,6.52191067880396,,,,
United Arab Emirates,1996,,,,,,5.54384709828192,,,,
United Arab Emirates,1995,,,,,,4.40817686960834,,,,
United Arab Emirates,1994,,,,,,4.64639135932791,,,,
United Arab Emirates,1993,,,,,,4.9348705828098,,,,
United Arab Emirates,1992,,,,,,5.23067555863232,,,,
United Arab Emirates,1991,,,,,,5.53965639945375,,,,
United Arab Emirates,1990,,,,,,5.86903318464931,,,,
Armenia,2020,,,,,,-0.533006606500067,,,,
Armenia,2019,,,,,,-0.564065542556681,,,,
Armenia,2018,,,,,,-0.54025108197947,,,,
Armenia,2017,,,,,,-0.486625263030829,,,,
Armenia,2016,,,,,,-0.444257166904663,,,,
Armenia,2015,,,,,,-0.392995248824912,,,,
Armenia,2014,,,,,,-0.395592881362063,,,,
Armenia,2013,,,,,,-0.44829630947071,,,,
Armenia,2012,,,,,,-0.498170160314836,,,,
Armenia,2011,,,,,,-0.589489609644367,,,,
Armenia,2010,,,,,,-0.609179750926293,,,,
Armenia,2009,,,,,,-0.6431061166878,,,,
Armenia,2008,,,,,,-0.700492224911231,,,,
Armenia,2007,,,,,,-0.732665962263764,,,,
Armenia,2006,,,,,,-0.683602136047238,,,,
Armenia,2005,,,,,,-0.605237484238947,,,,
Armenia,2004,,,,,,-0.596992234773189,,,,
Armenia,2003,,,,,,-0.676510249442033,,,,
Armenia,2002,,,,,,-0.900783081509756,,,,
Armenia,2001,,,,,,-1.12320863167984,,,,
Armenia,2000,,,,,,-1.17678628879226,,,,
Armenia,1999,,,,,,-1.07096568858801,,,,
Armenia,1998,,,,,,-0.948046157437858,,,,
Armenia,1997,,,,,,-0.836494324970795,,,,
Armenia,1996,,,,,,-0.721391054169414,,,,
Armenia,1995,,,,,,-1.52115344151014,,,,
Armenia,1994,,,,,,-2.44881921637014,,,,
Armenia,1993,,,,,,-3.33385824449579,,,,
Armenia,1992,,,,,,-1.1978698848239,,,,
Armenia,1991,,,,,,1.70315107535054,,,,
Armenia,1990,,,,,,3.09395853064584,,,,
Belgium,2020,,,,,,0.430996815099722,,,,
Belgium,2019,,,,,,0.540461327098122,,,,
Belgium,2018,,,,,,0.455184695275022,,,,
Belgium,2017,,,,,,0.385228018372369,,,,
Belgium,2016,,,,,,0.506300002451376,,,,
Belgium,2015,,,,,,0.579446241677791,,,,
Belgium,2014,,,,,,0.44392928847521,,,,
Belgium,2013,,,,,,0.471340143966627,,,,
Belgium,2012,,,,,,0.620163579337378,,,,
Belgium,2011,,,,,,1.3010029017038,,,,
Belgium,2010,,,,,,0.913639391631709,,,,
Belgium,2009,,,,,,0.804599572619861,,,,
Belgium,2008,,,,,,0.789976845480149,,,,
Belgium,2007,,,,,,0.734330830765919,,,,
Belgium,2006,,,,,,0.659558214980699,,,,
Belgium,2005,,,,,,0.550055708089009,,,,
Belgium,2004,,,,,,0.432788248129175,,,,
Belgium,2003,,,,,,0.418641508069053,,,,
Belgium,2002,,,,,,0.448268894821562,,,,
Belgium,2001,,,,,,0.343951157623668,,,,
Belgium,2000,,,,,,0.242517956221334,,,,
Belgium,1999,,,,,,0.229189103029716,,,,
Belgium,1998,,,,,,0.213527650670943,,,,
Belgium,1997,,,,,,0.241991884983082,,,,
Belgium,1996,,,,,,0.1953931762382,,,,
Belgium,1995,,,,,,0.209436838020324,,,,
Belgium,1994,,,,,,0.308197073686726,,,,
Belgium,1993,,,,,,0.390638517826929,,,,
Belgium,1992,,,,,,0.405713495856337,,,,
Belgium,1991,,,,,,0.371593165668169,,,,
Belgium,1990,,,,,,0.298235706313592,,,,
France,2020,,,,,,0.271350507669993,,,,
France,2019,,,,,,0.341374143157509,,,,
France,2018,,,,,,0.358494581816163,,,,
France,2017,,,,,,0.29020211635109,,,,
France,2016,,,,,,0.263868788565368,,,,
France,2015,,,,,,0.355569240058298,,,,
France,2014,,,,,,0.46824634207038,,,,
France,2013,,,,,,0.516539661307546,,,,
France,2012,,,,,,0.483953489768883,,,,
France,2011,,,,,,0.482694781758347,,,,
France,2010,,,,,,0.492821125690305,,,,
France,2009,,,,,,0.513102876178491,,,,
France,2008,,,,,,0.557563757631959,,,,
France,2007,,,,,,0.616493932446319,,,,
France,2006,,,,,,0.693706612114177,,,,
France,2005,,,,,,0.749918325024531,,,,
France,2004,,,,,,0.735098067563242,,,,
France,2003,,,,,,0.710448089652969,,,,
France,2002,,,,,,0.728746206873967,,,,
France,2001,,,,,,0.729430789508821,,,,
France,2000,,,,,,0.686782586857032,,,,
France,1999,,,,,,0.516384251921851,,,,
France,1998,,,,,,0.370907432047304,,,,
France,1997,,,,,,0.35649796330582,,,,
France,1996,,,,,,0.356871556292957,,,,
France,1995,,,,,,0.363543327562364,,,,
France,1994,,,,,,0.373912429696602,,,,
France,1993,,,,,,0.434438546950065,,,,
France,1992,,,,,,0.498037271076005,,,,
France,1991,,,,,,0.879707182999065,,,,
France,1990,,,,,,0.480817154251958,,,,
"Hong Kong SAR, China",2020,,,,,,-0.358932661902885,,,,
"Hong Kong SAR, China",2019,,,,,,0.739283471323064,,,,
"Hong Kong SAR, China",2018,,,,,,0.800230596967774,,,,
"Hong Kong SAR, China",2017,,,,,,0.768513877614955,,,,
"Hong Kong SAR, China",2016,,,,,,0.619366345332479,,,,
"Hong Kong SAR, China",2015,,,,,,0.851197911086988,,,,
"Hong Kong SAR, China",2014,,,,,,0.702370950536049,,,,
"Hong Kong SAR, China",2013,,,,,,0.401982535858444,,,,
"Hong Kong SAR, China",2012,,,,,,1.1039579972368,,,,
"Hong Kong SAR, China",2011,,,,,,0.672543291818633,,,,
"Hong Kong SAR, China",2010,,,,,,0.734446396338105,,,,
"Hong Kong SAR, China",2009,,,,,,0.215353334344996,,,,
"Hong Kong SAR, China",2008,,,,,,0.598238786949717,,,,
"Hong Kong SAR, China",2007,,,,,,0.859633272217027,,,,
"Hong Kong SAR, China",2006,,,,,,0.642270482876128,,,,
"Hong Kong SAR, China",2005,,,,,,0.436871406105885,,,,
"Hong Kong SAR, China",2004,,,,,,0.77991856230718,,,,
"Hong Kong SAR, China",2003,,,,,,-0.197404126472125,,,,
"Hong Kong SAR, China",2002,,,,,,0.44284682728195,,,,
"Hong Kong SAR, China",2001,,,,,,0.736962668138432,,,,
"Hong Kong SAR, China",2000,,,,,,0.881594075853745,,,,
"Hong Kong SAR, China",1999,,,,,,0.955125814331738,,,,
"Hong Kong SAR, China",1998,,,,,,0.834808807338866,,,,
"Hong Kong SAR, China",1997,,,,,,0.832512854813318,,,,
"Hong Kong SAR, China",1996,,,,,,4.43860779481101,,,,
"Hong Kong SAR, China",1995,,,,,,1.98013277729748,,,,
"Hong Kong SAR, China",1994,,,,,,2.25203043111788,,,,
"Hong Kong SAR, China",1993,,,,,,1.71777073417072,,,,
"Hong Kong SAR, China",1992,,,,,,0.839650031457883,,,,
"Hong Kong SAR, China",1991,,,,,,0.829228336445851,,,,
"Hong Kong SAR, China",1990,,,,,,0.321315033221987,,,,
Indonesia,2020,,,,,,0.840389268128048,,,,
Indonesia,2019,,,,,,0.937689273635294,,,,
Indonesia,2018,,,,,,0.966206435866139,,,,
Indonesia,2017,,,,,,1.00643952446092,,,,
Indonesia,2016,,,,,,1.05894205868913,,,,
Indonesia,2015,,,,,,1.1108549322781,,,,
Indonesia,2014,,,,,,1.15950664180271,,,,
Indonesia,2013,,,,,,1.21281780987831,,,,
Indonesia,2012,,,,,,1.25594145835811,,,,
Indonesia,2011,,,,,,1.25573808861315,,,,
Indonesia,2010,,,,,,1.25151729140412,,,,
Indonesia,2009,,,,,,1.27153208994292,,,,
Indonesia,2008,,,,,,1.30217053507895,,,,
Indonesia,2007,,,,,,1.31184759614566,,,,
Indonesia,2006,,,,,,1.29930889873663,,,,
Indonesia,2005,,,,,,1.26074829560286,,,,
Indonesia,2004,,,,,,1.27322648868512,,,,
Indonesia,2003,,,,,,1.33804389134874,,,,
Indonesia,2002,,,,,,1.37351928060869,,,,
Indonesia,2001,,,,,,1.4100988547982,,,,
Indonesia,2000,,,,,,1.44708848408903,,,,
Indonesia,1999,,,,,,1.50004294345816,,,,
Indonesia,1998,,,,,,1.56493286270644,,,,
Indonesia,1997,,,,,,1.60308930027037,,,,
Indonesia,1996,,,,,,1.61881686064568,,,,
Indonesia,1995,,,,,,1.63416751970142,,,,
Indonesia,1994,,,,,,1.65068557714402,,,,
Indonesia,1993,,,,,,1.67182800963408,,,,
Indonesia,1992,,,,,,1.71013530352426,,,,
Indonesia,1991,,,,,,1.74217749925866,,,,
Indonesia,1990,,,,,,1.77829086687315,,,,
Kenya,2020,,,,,,2.00970011079671,,,,
Kenya,2019,,,,,,1.97845694844255,,,,
Kenya,2018,,,,,,2.03273400450275,,,,
Kenya,2017,,,,,,2.17570842690355,,,,
Kenya,2016,,,,,,2.20214556198549,,,,
Kenya,2015,,,,,,2.20032211952888,,,,
Kenya,2014,,,,,,2.2941780158286,,,,
Kenya,2013,,,,,,2.40993136403743,,,,
Kenya,2012,,,,,,2.52595644302294,,,,
Kenya,2011,,,,,,2.65543505812038,,,,
Kenya,2010,,,,,,2.8175240671163,,,,
Kenya,2009,,,,,,2.96069187652137,,,,
Kenya,2008,,,,,,2.97884515479232,,,,
Kenya,2007,,,,,,2.96582480091057,,,,
Kenya,2006,,,,,,2.97471111652036,,,,
Kenya,2005,,,,,,2.97658073983056,,,,
Kenya,2004,,,,,,2.98951543624097,,,,
Kenya,2003,,,,,,2.96744335273422,,,,
Kenya,2002,,,,,,3.03360977756994,,,,
Kenya,2001,,,,,,3.02882685482353,,,,
Kenya,2000,,,,,,2.91544684198394,,,,
Kenya,1999,,,,,,2.80126932153904,,,,
Kenya,1998,,,,,,2.68916027366031,,,,
Kenya,1997,,,,,,2.67442877916419,,,,
Kenya,1996,,,,,,2.70647369514666,,,,
Kenya,1995,,,,,,2.8093665377808,,,,
Kenya,1994,,,,,,2.87998841109113,,,,
Kenya,1993,,,,,,2.94184248128658,,,,
Kenya,1992,,,,,,3.03679051921495,,,,
Kenya,1991,,,,,,3.21165201895544,,,,
Kenya,1990,,,,,,3.40083169114175,,,,
Nepal,2020,,,,,,1.77426805557613,,,,
Nepal,2019,,,,,,1.13635160669166,,,,
Nepal,2018,,,,,,1.1405493652354,,,,
Nepal,2017,,,,,,1.14995372279388,,,,
Nepal,2016,,,,,,0.90447404681918,,,,
Nepal,2015,,,,,,0.538270619899636,,,,
Nepal,2014,,,,,,0.293747924382451,,,,
Nepal,2013,,,,,,0.185921856916927,,,,
Nepal,2012,,,,,,0.235525469173116,,,,
Nepal,2011,,,,,,0.385214210038506,,,,
Nepal,2010,,,,,,0.496881283325948,,,,
Nepal,2009,,,,,,0.539422885134866,,,,
Nepal,2008,,,,,,0.626509658660505,,,,
Nepal,2007,,,,,,0.731449423498353,,,,
Nepal,2006,,,,,,0.885774450092644,,,,
Nepal,2005,,,,,,1.07535927644443,,,,
Nepal,2004,,,,,,1.24233141085399,,,,
Nepal,2003,,,,,,1.37502669708874,,,,
Nepal,2002,,,,,,1.49583260634063,,,,
Nepal,2001,,,,,,1.6018374486186,,,,
Nepal,2000,,,,,,1.70977588565454,,,,
Nepal,1999,,,,,,1.83855256851984,,,,
Nepal,1998,,,,,,1.93354037736176,,,,
Nepal,1997,,,,,,2.02228818254512,,,,
Nepal,1996,,,,,,2.12207067308082,,,,
Nepal,1995,,,,,,2.31673069074833,,,,
Nepal,1994,,,,,,2.44957049747449,,,,
Nepal,1993,,,,,,2.69367175707009,,,,
Nepal,1992,,,,,,2.79868010780257,,,,
Nepal,1991,,,,,,2.58773592139474,,,,
Nepal,1990,,,,,,2.43269712899839,,,,
Saudi Arabia,2020,,,,,,0.472667096302666,,,,
Saudi Arabia,2019,,,,,,2.28458901092139,,,,
Saudi Arabia,2018,,,,,,2.38415003117342,,,,
Saudi Arabia,2017,,,,,,2.29816056079707,,,,
Saudi Arabia,2016,,,,,,2.014458627481,,,,
Saudi Arabia,2015,,,,,,1.92462213676111,,,,
Saudi Arabia,2014,,,,,,2.02203271109992,,,,
Saudi Arabia,2013,,,,,,2.12178788388145,,,,
Saudi Arabia,2012,,,,,,2.19976275661053,,,,
Saudi Arabia,2011,,,,,,2.4815925615212,,,,
Saudi Arabia,2010,,,,,,3.20649410639241,,,,
Saudi Arabia,2009,,,,,,3.74300660963915,,,,
Saudi Arabia,2008,,,,,,3.85387472835296,,,,
Saudi Arabia,2007,,,,,,3.92920488472079,,,,
Saudi Arabia,2006,,,,,,3.95879667991777,,,,
Saudi Arabia,2005,,,,,,3.06242987376478,,,,
Saudi Arabia,2004,,,,,,2.18309041865558,,,,
Saudi Arabia,2003,,,,,,2.30459354525526,,,,
Saudi Arabia,2002,,,,,,2.40447229697642,,,,
Saudi Arabia,2001,,,,,,2.46860133878166,,,,
Saudi Arabia,2000,,,,,,2.52723635699494,,,,
Saudi Arabia,1999,,,,,,2.58959021202502,,,,
Saudi Arabia,1998,,,,,,2.64400627971485,,,,
Saudi Arabia,1997,,,,,,2.68435444077485,,,,
Saudi Arabia,1996,,,,,,2.72306511533867,,,,
Saudi Arabia,1995,,,,,,2.79878485344488,,,,
Saudi Arabia,1994,,,,,,2.87790976793156,,,,
Saudi Arabia,1993,,,,,,3.21773399392479,,,,
Saudi Arabia,1992,,,,,,3.69608850528346,,,,
Saudi Arabia,1991,,,,,,3.97806348318271,,,,
Saudi Arabia,1990,,,,,,4.15606854882255,,,,
Sweden,2020,,,,,,0.722703912882934,,,,
Sweden,2019,,,,,,1.01372226345511,,,,
Sweden,2018,,,,,,1.16164515996039,,,,
Sweden,2017,,,,,,1.34744505956262,,,,
Sweden,2016,,,,,,1.25645398510305,,,,
Sweden,2015,,,,,,1.05745468551674,,,,
Sweden,2014,,,,,,0.992219728591882,,,,
Sweden,2013,,,,,,0.847348652246305,,,,
Sweden,2012,,,,,,0.739763272434863,,,,
Sweden,2011,,,,,,0.755150133665177,,,,
Sweden,2010,,,,,,0.852524628765313,,,,
Sweden,2009,,,,,,0.851904412936677,,,,
Sweden,2008,,,,,,0.779033290770134,,,,
Sweden,2007,,,,,,0.741552514625445,,,,
Sweden,2006,,,,,,0.562483906481893,,,,
Sweden,2005,,,,,,0.399942762807279,,,,
Sweden,2004,,,,,,0.393298991357658,,,,
Sweden,2003,,,,,,0.372092942799084,,,,
Sweden,2002,,,,,,0.325438067703728,,,,
Sweden,2001,,,,,,0.268470527954234,,,,
Sweden,2000,,,,,,0.160575484575313,,,,
Sweden,1999,,,,,,0.0779271508703018,,,,
Sweden,1998,,,,,,0.0555121222123307,,,,
Sweden,1997,,,,,,0.0572622034229794,,,,
Sweden,1996,,,,,,0.159147080582875,,,,
Sweden,1995,,,,,,0.524703941553734,,,,
Sweden,1994,,,,,,0.710705461619655,,,,
Sweden,1993,,,,,,0.580838814302139,,,,
Sweden,1992,,,,,,0.586529928761034,,,,
Sweden,1991,,,,,,0.681643117607529,,,,
Sweden,1990,,,,,,0.772602675661167,,,,
Eswatini,2020,,,,,,0.939644435809807,,,,
Eswatini,2019,,,,,,0.788402227821078,,,,
Eswatini,2018,,,,,,0.781899444165432,,,,
Eswatini,2017,,,,,,0.773005801268303,,,,
Eswatini,2016,,,,,,0.754508380699921,,,,
Eswatini,2015,,,,,,0.7143137221497,,,,
Eswatini,2014,,,,,,0.672496411974745,,,,
Eswatini,2013,,,,,,0.616659419518733,,,,
Eswatini,2012,,,,,,0.547904556093655,,,,
Eswatini,2011,,,,,,0.494357533893043,,,,
Eswatini,2010,,,,,,0.458720162719754,,,,
Eswatini,2009,,,,,,0.459182518639854,,,,
Eswatini,2008,,,,,,0.539314000922246,,,,
Eswatini,2007,,,,,,0.580366640025196,,,,
Eswatini,2006,,,,,,0.544190295359054,,,,
Eswatini,2005,,,,,,0.572780084427945,,,,
Eswatini,2004,,,,,,0.655855489540335,,,,
Eswatini,2003,,,,,,0.757301427499704,,,,
Eswatini,2002,,,,,,0.899822293950695,,,,
Eswatini,2001,,,,,,1.05218810260185,,,,
Eswatini,2000,,,,,,1.18369298761011,,,,
Eswatini,1999,,,,,,1.30585667693013,,,,
Eswatini,1998,,,,,,1.44539395083494,,,,
Eswatini,1997,,,,,,1.74588934803509,,,,
Eswatini,1996,,,,,,2.07712069261552,,,,
Eswatini,1995,,,,,,-0.0171969947626994,,,,
Eswatini,1994,,,,,,0.0299917996698603,,,,
Eswatini,1993,,,,,,3.011593411951,,,,
Eswatini,1992,,,,,,3.90742851310281,,,,
Eswatini,1991,,,,,,4.09537405845672,,,,
Eswatini,1990,,,,,,3.3407413815376,,,,
Tajikistan,2020,,,,,,2.18442696878278,,,,
Tajikistan,2019,,,,,,2.26242493497438,,,,
Tajikistan,2018,,,,,,2.24459239892603,,,,
Tajikistan,2017,,,,,,2.26862350493592,,,,
Tajikistan,2016,,,,,,2.33358093103683,,,,
Tajikistan,2015,,,,,,2.34681604248609,,,,
Tajikistan,2014,,,,,,2.30513133268516,,,,
Tajikistan,2013,,,,,,2.23992574371256,,,,
Tajikistan,2012,,,,,,2.17988187402675,,,,
Tajikistan,2011,,,,,,2.11657481593722,,,,
Tajikistan,2010,,,,,,2.03027773445303,,,,
Tajikistan,2009,,,,,,1.94647975674617,,,,
Tajikistan,2008,,,,,,1.87748684470733,,,,
Tajikistan,2007,,,,,,1.83882431198902,,,,
Tajikistan,2006,,,,,,1.83426915710039,,,,
Tajikistan,2005,,,,,,1.86367736343867,,,,
Tajikistan,2004,,,,,,1.91062519876215,,,,
Tajikistan,2003,,,,,,1.97879252509967,,,,
Tajikistan,2002,,,,,,2.05318718218435,,,,
Tajikistan,2001,,,,,,2.14192159842275,,,,
Tajikistan,2000,,,,,,1.33895806972214,,,,
Tajikistan,1999,,,,,,0.530683543156332,,,,
Tajikistan,1998,,,,,,0.647491392300949,,,,
Tajikistan,1997,,,,,,1.34077905786843,,,,
Tajikistan,1996,,,,,,1.99854825047908,,,,
Tajikistan,1995,,,,,,1.91436581961373,,,,
Tajikistan,1994,,,,,,1.49609635787116,,,,
Tajikistan,1993,,,,,,1.08314623535537,,,,
Tajikistan,1992,,,,,,1.78202040547211,,,,
Tajikistan,1991,,,,,,2.52325954336764,,,,
Tajikistan,1990,,,,,,2.87466415927608,,,,
United Arab Emirates,2020,,,,,,,0.689946493945367,,,
United Arab Emirates,2019,,,,,,,0.702618980568854,,,
United Arab Emirates,2018,,,,,,,0.595606871303858,,,
